HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.lang,Input.score,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems
30ZKOOGW2X8MACN3K6JIUV93W7H1AV,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:05 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:05 PDT 2020,,,304SM51WA46U9QPJT53Z9RC30U1SB2,A29VL3MZE7YPBZ,Approved,Tue Apr 21 08:17:18 PDT 2020,Tue Apr 21 10:06:26 PDT 2020,Wed Apr 22 10:06:26 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,6548,100% (46/46),100% (46/46),100% (46/46),"This includes the trunk, cordon, stems, leaves, flowers, and fruit.","The rest is leaves, roots, fruits, seeds or flowers.",cs,1.028047964,"Trunk, cordon, stems, leaves, flowers, and fruit are all included.",Nothing edible is included.,"The list includes plants that flower, bear fruit, and grow leaves.",{}
30ZKOOGW2X8MACN3K6JIUV93W7HA14,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:57 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:57 PDT 2020,,,36PW28KO40YOGXF9MWJYPZOIHL7AEO,A2M1CVZZJAN4T4,Approved,Tue Apr 21 07:22:40 PDT 2020,Tue Apr 21 09:48:15 PDT 2020,Wed Apr 22 09:48:15 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,8735,100% (351/351),100% (56/56),100% (56/56),"Service books were not included and a note at the end mentions many other books in French, English and Latin which were then considered worthless.","I read all the books, English as well as French and Sanskrit and linguistic talent.",ja,1.027881207,"Many books in French, English and Latin were considered worthless.",Service books were included.,The note at the mentions more books in French than books in English.,{}
311HQEI8RTI1M6ADLEGQCYRP8EO7ZZ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:56 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:56 PDT 2020,,,3WAKVUDHUXINMREX5TMJJQ8V21V7UB,A2C59WG3U48S6O,Approved,Tue Apr 21 07:22:19 PDT 2020,Tue Apr 21 10:21:37 PDT 2020,Wed Apr 22 10:21:37 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,10758,100% (2/2),100% (2/2),100% (2/2),Pope Innocent IV granted his income to 35 monasteries in Italy.,Pope Innocent IV granted her revenues of 35 monasteries in Italy.,id,1.097216265,"The Italy shoreline cottages has plantation style homes near it, which are luxurious and often have covered porches or hot tubs.","The headline of British Court Frees Chile's Pinochet is correct, since the man is freely roaming the street  he's still under arrest.",The Government Executive magazine annually presents Government Technology Leadership Awards to recognize federal agencies and state governments for their excellent performance with information technology programs.,{}
31ANT7FQN9408HW0RZVME79OLIC5HS,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:57 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:57 PDT 2020,,,3K772S5NP9D3QKNNS2TQ6LBMUGXEH3,A2NT3OQZUUZPEO,Approved,Tue Apr 21 11:40:07 PDT 2020,Tue Apr 21 16:25:27 PDT 2020,Wed Apr 22 16:25:27 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,17120,100% (24/24),100% (24/24),100% (11/11),"The compound is prepared by treatment of ammonium salts, such as ammonium nitrate with chlorine.","This compound is made by treating ammonium salt, like ammonium nitrate with chlorine.",id,1.056498492,"A treatment of ammonium salts makes up the compound, including ammonium nitrate with chlorine.",Adding ammonium salts to the compound destroyed it and the experiment was further delayed.,The ammonium salts that make up the compound include ammonium nitrate with chlorine and chloride.,{}
31D0ZWOD0B1M3N2LONFIGQQTRFBA01,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:57 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:57 PDT 2020,,,3X65QVEQI1PQFIMZNW2T8P4QQLTLCO,A2MQGU4NZZ8V0H,Approved,Tue Apr 21 12:24:21 PDT 2020,Tue Apr 21 12:36:47 PDT 2020,Wed Apr 22 12:36:47 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,746,100% (21/21),100% (21/21),100% (21/21),"In the fields of mining and economics, the basic metal terms refer to industrial non-iron metals, which are copper, lead, nickel, and tin.","In mining and economics, the term base metals refers to industrial non-ferrous metals excluding precious metals.",id,1.025113189,"Industrial non-Iron metals are considered to copper, lead, nickel, and tin in basic metal terms of mining and economics.","Copper, lead, nickel and tin are iron based minerals.",Non-iron metals are a highly sought after commodity in most of the world.,{}
31GECDVA9KOGUWCX0ZEN9MYY8Z7668,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:06 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:06 PDT 2020,,,3U0SRXB7CE7K9KE3H683AC71VI7NRB,A1SX8IVV82M0LW,Approved,Tue Apr 21 12:26:14 PDT 2020,Tue Apr 21 14:37:31 PDT 2020,Wed Apr 22 14:37:31 PDT 2020,Tue Apr 21 23:17:12 PDT 2020,,,7877,100% (1369/1369),100% (130/130),100% (130/130),The center is located in the renovated former Taipei City information center of the city hall.,The city hall is in the old Iseshima area.,ja,1.021801169,The center is located in the city hall.,The center was demolished.,The center was reconstructed.,{}
31HLTCK4BMX36FG4DKVHX5RMJ60VGP,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:01 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:01 PDT 2020,,,3FE2ERCCZYAHFSY05T4RK67RK9DPON,A2482SLAY120J2,Approved,Tue Apr 21 10:55:57 PDT 2020,Tue Apr 21 12:08:29 PDT 2020,Wed Apr 22 12:08:29 PDT 2020,Tue Apr 21 23:17:13 PDT 2020,,,4352,100% (1/1),100% (1/1),100% (1/1),"The cathedral also houses the cenotaph of General de Lamoricière (position 23), a monument set up in 1878 in papal homage to him.","In addition, the crossroads of the parish church in Halbenrain (1837) and a side altar picture with the depiction of St.",de,1.021244428,"The cenotaph of General de Lamoriciere, a 1878 monument set up as a papal homage to him, is on display in the cathedral.",The cenotaph of General de Lamoriciere was put in the cathedral against papal wishes.,The cenotaph of General de Lamoriciere is one of many that are in the cathedral.,{}
31JUPBOORO6LHVYSGIHNIJCM4PM8L4,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:02 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:02 PDT 2020,,,3DR23U6WE6GTVTEISWAFK4EA5ASETD,A1PAY3X73PQ16S,Approved,Tue Apr 21 07:22:12 PDT 2020,Tue Apr 21 07:26:25 PDT 2020,Wed Apr 22 07:26:25 PDT 2020,Tue Apr 21 23:17:13 PDT 2020,,,253,100% (44/44),100% (44/44),100% (43/43),"Since 2000, he has been regularly employed as a composer of film music.",Since 1982 she has worked as a full-time composer.,cs,1.02020793,He works scoring music for films.,He does not work in the movie industry.,He prefers jazz to classical.,{}
31MBOZ6PAPTNTYO5XUXSK585UG7CLE,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:54 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:54 PDT 2020,,,3K4J6M3CXFVM0BB0SR9MP29UU1PAG8,A29VL3MZE7YPBZ,Approved,Tue Apr 21 07:49:07 PDT 2020,Tue Apr 21 09:21:08 PDT 2020,Wed Apr 22 09:21:08 PDT 2020,Tue Apr 21 23:17:13 PDT 2020,,,5521,100% (46/46),100% (46/46),100% (46/46),They reunited briefly in April 1999 for three shows at the Viper Room.,"In 1996, we held a memorial show back home at Iseshima Store.",ja,1.034643299,They played the Viper Room for three shows in April 1999.,They never reunited after the breakup.,They recorded a new album together so they could tour with new songs.,{}
31MCUE39BLOJU6ELTAPBEAZ3SM83G1,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:06 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:06 PDT 2020,,,32KTQ2V7REH8N2XHBOTH6CI7K5G9MX,A1DY3TBDY4VZG5,Approved,Tue Apr 21 07:22:38 PDT 2020,Tue Apr 21 07:29:40 PDT 2020,Wed Apr 22 07:29:40 PDT 2020,Tue Apr 21 23:17:13 PDT 2020,,,422,100% (1/1),100% (1/1),100% (1/1),"In 2008, Guillaume Atlan met Rick Bailey of the legendary funk band ""Delegation"".","In 2008, Atlan met Rick Bailey of the band Delegation.",fr,1.055808859,"Rick Bailey, member of the funk band ""Delegation"", met Guillaume Atlan in 2008.",Rick Bailey and Guillaume Atlan are complete strangers who have never met before.,"Guillaume Atlan met Rick Bailey, along with other members of the band ""Delegation"" for the first time in 2008.",7 minutes
31MCUE39BLOJU6ELTAPBEAZ3SM8G3E,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:22:06 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:22:06 PDT 2020,,,3N2BF7Y2VRW128F090H9JTGV3IOHMV,A2O5OJXCUFQ3FV,Approved,Tue Apr 21 12:23:07 PDT 2020,Tue Apr 21 12:53:47 PDT 2020,Wed Apr 22 12:53:47 PDT 2020,Tue Apr 21 23:17:13 PDT 2020,,,1840,100% (25/25),100% (25/25),100% (25/25),"This small section is part of the Missouri District of the Missouri, and it was owned by Indian states, Arkansas, Southwest Missouri, and southern Kansas.","The district was part of the Department of the Missouri and was composed of the Indian Territory, western Arkansas, southwestern Missouri and southern Kansas.",ja,1.044796668,Arkansas owned part of the Missouri District.,Indian states did not own any part of the Missouri District.,Southern Kansas owned multiple sections of the Missouri District.,{}
31YWE12TE1ECHBAYKWS5FDBE0EQ7X2,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Tue Apr 21 07:21:55 PDT 2020,1,BatchId:4003225;OriginalHitTemplateId:;,18000,86400,Tue Apr 28 07:21:55 PDT 2020,,,3IAS3U3I0GI14R8LZQOTI9ZZ2412BG,A2O5OJXCUFQ3FV,Approved,Wed Apr 22 03:10:59 PDT 2020,Wed Apr 22 04:27:49 PDT 2020,Thu Apr 23 04:27:49 PDT 2020,Thu Apr 23 04:28:44 PDT 2020,,,4610,100% (25/25),100% (25/25),100% (25/25),"A moving train shall normally be coupled with the train, except when it leaves the train on a free way.","Normally, the corridor is strongly contorted, unless it follows the leaf margin.",de,1.020571227,Normally a moving train is coupled with another train.,One train is always coupled with another train.,Most trains are coupled with another train.,{}
