HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.cid1,Input.hid1,Input.premise2,Input.hypothesis2,Input.cid2,Input.hid2,Input.premise3,Input.hypothesis3,Input.cid3,Input.hid3,Input.premise4,Input.hypothesis4,Input.cid4,Input.hid4,Input.premise5,Input.hypothesis5,Input.cid5,Input.hid5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
3GL25Y6844WV2EHLO2UUYV84V2VXMB,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,32RIADZIST6AOR4AEQTC1D6XQRS4SU,A30HUZHJBOX1LK,Approved,Fri Apr 17 09:31:01 PDT 2020,Fri Apr 17 09:35:04 PDT 2020,Sat Apr 18 09:35:04 PDT 2020,Sat Apr 18 09:35:44 PDT 2020,,,243,100% (4/4),100% (4/4),100% (4/4),"The goal of this program, which started on Jan. 5, is to help the crippled mortgage-finance and housing markets.","The goal of the program, which started on Jan. 5, is to help the crippled mortgage-finance and housing markets.",APW_ENG_20090115.1533_4_1,APW_ENG_20090423.1390_6_1,"Premier Chang Chun-hsiung  reiterated  a day earlier in a cross-agency crime- fighting meeting that the government will not allow gangsters, vote-buying or other irregularities to influence the outcomes of the elections and nor will it permit a ""two-step"" voting format.","In an effort to establish clean politics, Premier Yu Shyi-kun said a day earlier that the government will brook no violence or corruption in the upcoming election.",CNA_ENG_20071213.0008_8_0,CNA_ENG_20040129.0033_9_0,They can be played with you standing alone against the computer or against live opponents in a variety of venues: head-to-head against a friend (via phone line and modem or by bringing your computer to the friend's house); over a local area network of cable-connected corporate computers; on a commercial online service; or by direct link to a high-speed telephone system or an Internet site.,"After installing the app, you can broadcast live video and audio over Wi-Fi or a 3G network to the Ustream Web site.",LTW_ENG_19960620.0014_2_1,NYT_ENG_20091001.0012_15_0,"Listeners who dislike new music, either because they disdain contemporary musical languages or because they simply want to hear what they already know and love, might argue that musicians should do this sifting on their own and perform only the works that they can say, hand on heart, are masterpieces.","Sometimes they hear nothing back -- and occasionally, they see their creations used without payment or permission.",NYT_ENG_20101228.0036_6_0,NYT_ENG_20101203.0203_2_2,"A clause-by-clause voting session is being carried out, with a two-thirds majority required for the final approval of the 18th Amendment in the Senate on Thursday.",The legislative revision of the statute was cleared during an extra session of the legislature on Thursday.,XIN_ENG_20100415.0106_4_0,CNA_ENG_20100820.0034_9_0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,n,c,c
3EQVJH0T41N2TJ7QSVDKHNF21K8THF,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:47 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:47 PDT 2020,,,3S4AW7T80CKNKE9KUHWBPRS2YXK4LG,A3ODGLELT1TPX,Approved,Fri Apr 17 09:58:39 PDT 2020,Fri Apr 17 14:19:58 PDT 2020,Sat Apr 18 14:19:58 PDT 2020,Sat Apr 18 14:20:44 PDT 2020,,,15679,100% (1/1),100% (1/1),100% (1/1),"In a statement, President Felipe Calderon welcomed the freeing of Fernandez de Cevallos, a leading member of Calderon's conservative National Action Party, and pledged that prosecutors were working to detain the kidnappers.","A founder of the moderately conservative Copei party, Herrera Campins pledged to control extravagant expenditures.",APW_ENG_20101220.0610_3_0,NYT_ENG_20071113.0016_3_0,"After the ""happy breakfast project"" had been in operation for nearly one year, Lee said, it was found that 97 percent of the beneficiaries  said they were ""satisfied"" with the ""subsidized breakfasts, "" up 10 percentage points compared to the same poll conducted in the previous semester, according to Lee.","That report, released earlier this month, led to a sell-off in the sector, with Taylor Wimpey's shares losing half their value in one day, and Persimmon shares dropping 18 percent the same day.",CNA_ENG_20080711.0043_9_0,APW_ENG_20080708.0293_10_1,On most PBS stations on Tuesday night (check local listings).,On most PBS stations Monday (check local listings).,NYT_ENG_20080218.0133_9_0,NYT_ENG_20080203.0114_11_0,"In office, Bush has advanced a conservative legislative agenda that included the call for a constitutional amendment banning gay marriage and has freely mentioned his Christian convictions.","Bush has condemned the ruling before, citing his support for a federal definition of marriage as a solely man-woman union.",NYT_ENG_20040830.0214_4_0,APW_ENG_20031216.0773_2_0,"The Sadrists, projected to win 35 to 40 seats in the 325-seat parliament, have said in the past that they considered Maliki treacherous for his strike against them in 2008, when he went after their militia and arrested tens of men in the southern city of Basra.","Tens of RMS followers packed in the court to show support for their leader, while around 100 policemen stood guard to prevent mass riot during the court hearing.",WPB_ENG_20100317.0100_16_0,XIN_ENG_20020819.0110_3_0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,e,e,e
31D0ZWOD0B1M3N2LONFIGQQTREM0A0,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:45 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:45 PDT 2020,,,3I02618YA18CSXIX1FG0JCZG2K8UPQ,A3TUJHF9LW3M8N,Approved,Fri Apr 17 11:34:58 PDT 2020,Fri Apr 17 13:15:23 PDT 2020,Sat Apr 18 13:15:23 PDT 2020,Sat Apr 18 13:15:44 PDT 2020,,,6025,100% (58/58),100% (17/17),100% (17/17),"Some 100,000 battle-ready Croatian soldiers out of a 125,000-strong army have been deployed along the border with the Croatian Serbs' self-styled Krajina republic on the eve of crucial, last-ditch talks scheduled for Thursday in Geneva, UN spokesman Christopher Gunness said.","Backed by a dawn artillery barrage, Croatian army troops overrun Knin, ""capital"" of the self-declared ""Croatian Serb Republic of Krajina"" on Saturday and threatened to take-over the entire area, which had been held by the Serbs since 1991.",AFP_ENG_19950802.0341_1_0,XIN_ENG_19950806.0001_3_0,"When Anna Nicole finally agreed to marry J. Howard in 1994, based in part on what she said was his promise to give her ``half of everything I have,'' Pierce became even more alarmed, according to Carter's opinion.","In 1994, she agreed to marry him, in return for what she said was his promise of ``half of everything I have.''",LTW_ENG_20060228.0149_20_0,LTW_ENG_20060502.0077_9_2,"The rebels, 3rd graf pvs.","The dispute, 3rd graf pvs.",APW_ENG_19970820.0347_9_0,APW_ENG_19990703.0803_6_0,"While China has protested the granting of Li's visa, its anger has been noticeably muted compared to the torrent of invective it directed at Washington after the nominally ""private"" visit made to the United States in June by Taiwanese President Lee Teng-hui.","Zhang was preliminarily granted political asylum status by US  immigration authorities in Guam on June 13, but the confirmation of the status for him has been delayed because China has asked the US to deny him the status.",AFP_ENG_19960112.0049_3_0,CNA_ENG_20000801.0035_1_0,"Folman calls his movie an ""animated documentary,"" and says making the film was therapeutic for him.",Caton-Jones says making the film changed his life.,NYT_ENG_20090108.0098_8_0,LTW_ENG_19950407.0022_17_0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,e,e,x,n,n
3SSN80MU8DQ0CQHI3QHEJIG06X0XK6,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,3EF8EXOTT2X0XPO14E1WBE87IPJJ1W,A1PUHCEBSOWETV,Approved,Fri Apr 17 16:42:30 PDT 2020,Fri Apr 17 16:45:14 PDT 2020,Sat Apr 18 16:45:14 PDT 2020,Sat Apr 18 16:45:44 PDT 2020,,,164,100% (977/977),100% (50/50),100% (50/50),"The Cairo-based pan-Arab body has been making contacts with Arab countries in preparations for the meeting after the first emergency meeting on Gaza was held in Cairo on Dec. 31, 2008, on means of ending the Israeli attacks.","The Cairo-based pan-Arab body has been making contacts with Arab countries in preparations for the meeting after the first emergency meeting on Gaza was held in Cairo on Dec. 31, 2008 on means of ending the Israeli attacks.",XIN_ENG_20090116.0021_6_0,XIN_ENG_20090113.0032_2_0,"In a nod to the Palestinians, Ross said Friday that while a Hebron agreement was a first priority, the other issues would have to be addressed as well.","In a nod to the Palestinians, Ross said that while a Hebron accord was a first priority, the two sides would be discussing other issues as well.",APW_ENG_19961018.0732_10_0,APW_ENG_19961018.0303_18_0,"For its part Washington's stance on the thorny issue has remained unequivocal and has persistently called for Tokyo to stick to an existing accord agreed in 2006 by both countries that would see the heliport functions of the Futemma facility, located in a crowded residential area in Ginowan city, transferred to a coastal area of the U.S. Marines' Camp Schwab in the city of Nago, and 8,000 Marines moved from Okinawa to Guam by 2014.","Tokyo has called on Washington to look at ways of cutting back its 75,000-member garrison in Okinawa, where 75 percent of its forces in Japan are based.",XIN_ENG_20100329.0043_9_0,AFP_ENG_19951018.0110_8_0,"Quoting unnamed intelligence sources in Washington it said are close to North Korean affairs, Sankei said the Iranians are likely to join North Korean preparations for the launch and also observe it.",The Iranians and North Koreans should take note.,APW_ENG_20090329.0335_11_0,LTW_ENG_20041201.0028_1_2,"The ANSA news agency said they included Francesco Cossiga, a former president and old friend, and Gianfranco Fini, head of the right-wing National Alliance, as well as officials of centrist Catholic parties.","The ministers of justice and interior all expressed their happiness, and President Oscar Luigi Scalfaro telephoned her, the ANSA news agency said.",APW_ENG_19950111.0306_8_1,APW_ENG_19971111.0925_3_1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,n,n,e
3OEWW2KGQKD54BXGAI8VWSUHAKYODF,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:47 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:47 PDT 2020,,,31QNSG6A5SVPOU7K2QLENYQ65ZB78H,A2YOVBJ9EXAI8W,Approved,Fri Apr 17 09:30:58 PDT 2020,Fri Apr 17 12:04:23 PDT 2020,Sat Apr 18 12:04:23 PDT 2020,Sat Apr 18 12:04:44 PDT 2020,,,9205,100% (147/147),100% (21/21),100% (21/21),"""Expectations of a credit easing (by the Federal Reserve) are growing ... while the market is sensitive to dollar-negative news,"" he said.","""Expectations of a credit easing (by the Federal Reserve) are growing... while the market is sensitive to dollar-negative news,"" he said.",AFP_ENG_20030605.0824_7_0,AFP_ENG_20030606.0043_7_0,"Even though most represent safe Republican districts, only six Senate seats and 16 House seats would have to change hands to give Democrats control of Congress, and there is growing concern among Republicans that they could lose their grip on both chambers if the midterm election turns into a referendum on a president with approval ratings in the thirties or worse.","The measures on early troop withdrawal squeaked by in both chambers by razor- thin margins, and Democrats conceded that they were unlikely to muster the two- thirds vote to override a presidential veto.",LTW_ENG_20060306.0022_14_1,AFP_ENG_20070329.0042_17_0,"The mass-circulation Oriental Daily News reported there was wide- ranging speculation on the reasons behind Chow's decision, however.","However, the Oriental Daily News was less forgiving.",AFP_ENG_19960718.0122_4_0,APW_ENG_19980707.0327_21_0,"Fewer fans and media members, more compact stadiums and smaller athlete entourages will be the rule next year in Athens and other future Olympic Games, IOC president Jacques Rogge said Wednesday.","Star athletes and famous actors will be among the torch bearers when the Olympic flame for Athens makes its unprecedented round-the-world journey, organizers said Wednesday.",APW_ENG_20031203.0461_0_0,APW_ENG_20040505.0418_0_0,"According to KMT Secretary-General Wu Den-yih, Ma remained unchanged on his decision to resign from the party chairmanship if he is indicted, but Wu was reserved about the question of whether Ma will take part in future elections for public office if he is indicted.",Ma has also repeatedly said that he would resign from the party chairmanship in accordance with the KMT charter if he were to be indicted.,CNA_ENG_20070209.0038_2_0,CNA_ENG_20070210.0024_5_0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,n,e,n
30F94FBDNSMS2644S33OVCC4673TBZ,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,3S3AMIZX3V77H6Y7AF45PCWLH2ZDCO,A142ZRU284W9O,Approved,Fri Apr 17 11:41:59 PDT 2020,Fri Apr 17 13:32:33 PDT 2020,Sat Apr 18 13:32:33 PDT 2020,Sat Apr 18 13:32:44 PDT 2020,,,6634,100% (1/1),100% (1/1),100% (1/1),"Is an imposing modern building the proper forum to honor a man who recoiled from the ``yellow smoke of progress,'' a man who spoke for the poor and dispossessed?","""To defeat the player who beat the defending champion is a real special feeling for me.""",LTW_ENG_19970323.0006_9_0,AFP_ENG_20040528.0541_5_0,"After five years, enough money and gifts had changed hands at the highest levels of state government that federal prosecutors needed 22 pages to list everything that was taken and to tell a bit of the stories behind them.","All the 21 have been transferred to the Prosecution and are  expected to face a maximum jail term of five years, the sources  told the newspaper.",NYT_ENG_20061201.0283_2_0,XIN_ENG_20050906.0341_4_0,"President Clinton Thursday night promised help from federal agencies and New York Gov. George Pataki declared a state of emergency that cleared the way for federal relief for firefighting efforts and damages going back to Monday, when a brush fire swept through the pine barrens of Rocky Point, about 30 miles northwest.","President Clinton today declared an emergency in New Jersey because of Hurricane Floyd, opening the way for the state to apply for federal money to help with cleanup.",LTW_ENG_19950824.0134_1_0,APW_ENG_19990917.0038_0_0,"``To suggest any similarity between the great leaders who fought for our nation's independence and this insane madman is nothing less than repugnant and an absolute disgrace to the halls of Congress she walks every day,'' he said.","She said her foreign birth could no longer be seen as a handicap as ""Congress party opponents raised their particular issue throughout the campaign"".",APW_ENG_20030306.0828_4_0,AFP_ENG_20040514.0729_9_0,"Food cools quicker in smaller portions, so place in shallow containers.",Wines age quicker in smaller bottles.,NYT_ENG_20021124.0057_56_2,NYT_ENG_20070410.0112_17_1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,n,c,e
35U0MRQMUK9RYSX2138P2E0OAR2VOL,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,3JMSRU9HQJW88LI7XRAULM2V2KFVEV,A2CK0OXMPOR9LE,Approved,Fri Apr 17 09:37:34 PDT 2020,Fri Apr 17 14:07:59 PDT 2020,Sat Apr 18 14:07:59 PDT 2020,Sat Apr 18 14:08:44 PDT 2020,,,16225,100% (68/68),100% (8/8),100% (8/8),"It said the explosion in Ryongchon, a town of 130,000 near the Chinese border, destroyed at least 8,100 homes and more than 30 public buildings.","It said the explosion in the town of 130,000 destroyed at least 8,100 homes and more than 30 public buildings.",APW_ENG_20040428.0042_5_1,APW_ENG_20040429.0001_14_1,"Moreover, Wu said the government has also designated a private association to talk with China to pave the way for Chinese citizens to make sightseeing trips to Taiwan.","To pave the way for this, Hong has traveled to China to communicate with his counterparts there, and has tried to persuade them with Chinese nationalism.",CNA_ENG_20060526.0044_3_0,CNA_ENG_20100130.0009_18_0,"He is canny enough to know a great tenor role, a role that suits his voice and temperament, and Cyrano is almost ideal for him.","He goes  inside and scores 23 goals, that surely is a good role for him.",LTW_ENG_20050515.0008_4_2,AFP_ENG_20061024.0410_7_3,Both Karadzic and Mladic have been charged with war crimes by an international tribunal in The Hague.,Both Karadzic and Mladic have been indicted by an international tribunal.,LTW_ENG_19951111.0026_2_0,APW_ENG_19951123.0863_3_1,"The Middle East and North Africa continued to be the worst regional performer, with 15 out of the total of 19 countries rated classified as not free and three grouped as partly free.","Around 1,000 businessmen and potential investors from five continents, as well as political leaders, are to take part in the Amman summit for the development of the Middle East and North Africa.",CNA_ENG_20080430.0011_9_0,AFP_ENG_19951023.0240_8_0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,c,e,c
3J06WJ78HOMMOC6Z2FU3X6UW6KZVVN,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:47 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:47 PDT 2020,,,3OHYZ19UGD7ASOSYGAMUUBIWLCLAOE,A3VHNIFFP8Y9H7,Approved,Fri Apr 17 09:31:34 PDT 2020,Fri Apr 17 10:13:45 PDT 2020,Sat Apr 18 10:13:45 PDT 2020,Sat Apr 18 10:14:44 PDT 2020,,,2531,100% (2/2),100% (2/2),100% (2/2),"In an effort to put a reassuring face on the market's recent assault on the Hong Kong dollar, Hong Kong Financial Secretary Donald Tsang on Saturday said the currency has stabilized against the U.S. dollar.","The Hong Kong government has no plans of changing the exchange rate mechanism whereby the Hong Kong dollar is linked to the U.S. dollar, Financial Secretary Antony Leuang reiterated in a government announcement released Saturday.",APW_ENG_19970823.0065_0_0,CNA_ENG_20020202.0018_0_0,"It is already essential for companies that do not want to be knocked out of the business to overcome their technological barriers and take advantage of the demand for ""fine pitch"" packaging services from leading wafer fabricators.","Now the scandal is likely to hurt it abroad, with companies having to answer all sorts of embarrassing questions from foreign governments and business partners.",CNA_ENG_20051026.0012_2_0,NYT_ENG_19951123.0030_4_1,The president-elect and his group then will make a stop in Baltimore before making their way to Washington.,The president-elect and Biden will then make a stop in Baltimore before making their way to Washington.,APW_ENG_20081216.0005_14_1,APW_ENG_20090108.1513_5_0,"The bill passed Friday will require them to enroll students who are still learning English, have disabilities or receive free or reduced-price lunches, in ""comparable"" numbers to their local school districts.","Other local residents who want to improve their English are also encouraged to attend the camp, with applications accepted until May 25.",NYT_ENG_20100528.0097_26_1,CNA_ENG_20100514.0019_7_0,"During his meeting with Sitaram Kesri, president of India's National Congress (Indira Gandhi) Party, Jiang said that one of the main purposes of his India trip is to promote understanding, trust and friendship with major Indian parties for further development of friendly cooperation between the two countries.","Indian security analyst Bharat Karnad, with the New Delhi-based Centre for Policy Research, said that the future of the India-Pakistan peace talks depended on the ""political will"" of the two governments.",XIN_ENG_19961130.0019_1_0,AFP_ENG_20080729.0680_17_0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n,x,n,c,n
37J05LC5AYLR306JU5GQOWDVBQOJDR,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,3JW0YLFXRUIF4A43819WTUS9GZ9WWD,A1945USNZHTROX,Approved,Fri Apr 17 14:32:10 PDT 2020,Fri Apr 17 15:49:42 PDT 2020,Sat Apr 18 15:49:42 PDT 2020,Sat Apr 18 15:49:44 PDT 2020,,,4652,100% (253/253),100% (40/40),100% (40/40),The lysine case has also been settled.,The case has not been settled.,NYT_ENG_19970314.0491_9_2,APW_ENG_20021016.0733_8_2,The English-born Bond reached the peak of a remarkable career in 1983 when he led Australia to its victory over America in the America's Cup yachting contest.,The 58-year-old London-born entrepreneur became an international celebrity after leading Australia to victory in the America's Cup yachting contest of 1983.,AFP_ENG_19960411.0026_7_0,AFP_ENG_19970205.0073_3_0,"High food and fuel prices will increase the number of malnourished people around the world in 2008 by 44 million to reach a total of 967 million, said a report released by the World Bank on Wednesday.","The total population in all U. S. prisons and jails rose a bit more than 1 percent, nearing 2 million, according to an annual report released by the Justice Department on Wednesday.",XIN_ENG_20081008.0186_0_0,XIN_ENG_20020410.0280_0_0,"In the same streets and squares where young Iranians were dancing and waving green banners in support of Mousavi days ago, baton-wielding riot police chased and beat mobs of hundreds of demonstrators chanting, ""Down with dictatorship!""",Hundreds of demonstrators squared off -- sometimes in nose-to-nose confrontations.,LTW_ENG_20090614.0031_4_1,APW_ENG_20100823.0506_13_0,"The veteran French parachutist will take off from May 25 from the Canadian province of Saskatchewan in a pressurised capsule, harnessed to a 161-metre helium-powered balloon, rising to almost four times the height of an airline flight.",May Doan skated a victory lap carrying a Canadian flag and a smaller green flag representing her home province of Saskatchewan.,AFP_ENG_20080421.0106_2_0,APW_ENG_20020215.0251_14_1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,e,c,n,c
3URJ6VVYUQPS4FENH772TO0BX75O42,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:46 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:46 PDT 2020,,,33L7PJKHCH0CMS4RFTOFSUIOUZH8TF,A397K04YEICKVH,Approved,Sat Apr 18 00:32:13 PDT 2020,Sat Apr 18 01:25:59 PDT 2020,Sun Apr 19 01:25:59 PDT 2020,Sun Apr 19 01:26:44 PDT 2020,,,3226,100% (40/40),100% (40/40),100% (17/17),"Several members - including Sens. Mark Begich, D-Alaska, Jeff Bingaman, D-N.M., and Christopher Coons, D-Del., - said they sold some of the stocks on the prohibition list this year for financial reasons, but the disclosures for 2010 will not become public until the end of next year, along with those of the rest of Congress.","They added, however, that there will be no water shortages for the region's some 800,000 residents through the end of this year, as the two major reservoirs -- the Jenyi Dam and the Lam Dam -- are almost full.",WPB_ENG_20101218.0025_15_0,CNA_ENG_20030731.0008_1_1,The prices are about what you'd pay for a high-end moisturizer: from about $40 for a washed-linen vest to about $90 for a corduroy dress.,From about $90 (euro65) for a double.,LTW_ENG_19961122.0025_8_1,APW_ENG_20090521.0027_31_1,"Switzerland is to slap provisional taxes on Israeli exports suspected of coming from Jewish settlements in the occupied Palestinian territories, a Swiss Sunday newspaper said.","Switzerland was to slap provisional taxes on Israeli exports suspected of coming from Jewish settlements, the Swiss media reported.",AFP_ENG_20040808.0242_0_0,AFP_ENG_20040819.0649_7_0,"The commission will be headed by foreign ministers Yevgeny Primakov of Russia and Keizo Obuchi of Japan, with its first session to be held during Obuchi's visit to Moscow in late February, the Russian Foreign Ministry said.",The Moscow meeting will be the second one between the Russian and U.S. foreign ministers since Primakov was appointed to head the Russian Foreign Ministry in January.,APW_ENG_19980122.0456_1_0,XIN_ENG_19960307.0214_6_0,"According to court documents and law enforcement sources, Pfeffer, 37, became president of W2 Corp., an investment company that was owned by Lori Mody, a wealthy Vienna, Va., woman.","Jefferson was accompanied to Ghana by a relative, a staff member, Pfeffer and an iGate employee, according to documents.",LTW_ENG_20060215.0157_16_0,LTW_ENG_20060215.0157_26_0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,e,c,c
3FVBZG9CLKG1DAAZUTPAXCDX49C0HB,3MCFX9UVS1MNN144M6G1DGNDVYT68A,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning",$0.75,Fri Apr 17 09:30:47 PDT 2020,1,BatchId:3998378;OriginalHitTemplateId:928390905;,18000,86400,Fri Apr 24 09:30:47 PDT 2020,,,36AHBNMV1SEKK9ZC67MUM3O4KPTYDR,A3TUJHF9LW3M8N,Approved,Fri Apr 17 10:02:55 PDT 2020,Fri Apr 17 12:30:58 PDT 2020,Sat Apr 18 12:30:58 PDT 2020,Sat Apr 18 12:31:44 PDT 2020,,,8883,100% (58/58),100% (17/17),100% (17/17),"""I feel some of that stuff is overrated,"" Spencer said.","``Now, some of that stuff looks almost quaint,'' Tomb said.",NYT_ENG_20041012.0207_1_0,NYT_ENG_20000318.0084_3_3,"Chen also denied he has attempted to conceal evidence, noting that his son Chen Chih-chung and daughter-in-law Huang Jui-ching -- who acted respectively as the proxy and a nominal holder of the former first family's overseas bank accounts -- have agreed to disclose the whereabouts of the NT$570 million mentioned by the court and transfer the money back to Taiwan.",The former president's daughter-in-law Huang Jui-ching and his wife's elder brother Wu Ching-mao -- two nominal holders of the former family's overseas bank accounts -- as well as his son Chen Chih-chung -- an authorized proxy on the accounts -- have all refused to sign authorization letters allowing prosecutors to scrutinize the accounts.,CNA_ENG_20081230.0026_10_0,CNA_ENG_20080827.0006_2_0,"Martin Miriori, spokesman for the political wing of BRA, the Bougainville Interim Government, based in Honiara, Solomon Islands, told AFP in a telephone interview it wanted to remind PNG that it did not accept the way the peace was being imposed.","Latortue, who heads the interim government named after Aristide left, told AFP ""the real value of this match is that it is a symbol of the peace and national reconciliation that we are looking for.""",AFP_ENG_19950826.0089_7_0,AFP_ENG_20040818.0696_11_0,"""The enemy was in Afghanistan, and I believe going into Iraq we took our eye off the ball,"" said Ann Bock, 66, a retired teacher and Democratic-leaning voter from Edmond, Oklahoma, who participated in the survey.","""The enemy was in Afghanistan, and I believe going into Iraq we took our eye off the ball,"" said Ann Bock, 66, a retired teacher and Democratic-leaning voter who participated in the survey.",APW_ENG_20070911.0805_6_0,APW_ENG_20070911.1083_6_0,He made headlines this week just for going hunting at a secluded Hudson Valley gun club in New York.,He has just weathered a lonely Christmas playing piano at the Tiki Lounge in New York.,APW_ENG_20071031.1507_12_1,LTW_ENG_19960208.0042_2_2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,c,e,c
