HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.premise,Input.cid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
30EV7DWJTWXIDGM36I9FSDIR82X6YS,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:09 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:09 PDT 2020,,,34S6N1K2ZWLHWQXF9OGUJG169OBLH2,A1SX8IVV82M0LW,Approved,Sat Jun 13 14:20:25 PDT 2020,Sat Jun 13 14:23:41 PDT 2020,Tue Jun 16 14:23:41 PDT 2020,Mon Jun 15 10:00:48 PDT 2020,,,196,100% (2109/2109),100% (629/629),100% (111/111),wiki_673625,Norman Speirs (31 May 1886 – 1 August 1960) was an Australian cricketer.,FT_wiki67_48560345_1_0,Norman Speirs represented Australia.,Norman Speirs was born to a cricketing family.,Norman Speirs died in the 19th century.,{},,
30F94FBDNSMS2644S33OVCC471QBTT,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:09 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:09 PDT 2020,,,3JAOYWH7VJ6OHKFWBCS26Z3IQB4L9D,A2O5OJXCUFQ3FV,Approved,Sat Jun 13 13:25:15 PDT 2020,Sat Jun 13 13:59:28 PDT 2020,Tue Jun 16 13:59:28 PDT 2020,Mon Jun 15 10:00:17 PDT 2020,,,2053,100% (81/81),100% (56/56),100% (56/56),wiki_157167,"In the United Kingdom, the word ""minibus"" is used to describe any full-sized passenger carrying van.",BE_wiki02_1094925_1_1,The UK call some vans minibuses.,The United Kingdom cal some sports cars minibuses.,"The UK came up with the phrase ""minibus"".",{},,
30IRMPJWD0LGFUV6URBMU0UC6A1RKF,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3PMBY0YE285VEGLQYZZ33GDVW2Q9CL,A365SN61J4UNGR,Approved,Sat Jun 13 13:14:00 PDT 2020,Sat Jun 13 13:29:22 PDT 2020,Tue Jun 16 13:29:22 PDT 2020,Mon Jun 15 10:00:12 PDT 2020,,,922,100% (243/243),100% (189/189),100% (50/50),wiki_258039,"The Handy Board was developed at MIT by Fred G. Martin, and was closely based on a previous controller designed by Martin and Randy Sargent for the MIT LEGO Robot Contest.",EO_wiki50_30862664_1_1,Fred G. Martin developed the handy board based on a previous controller design made by himself and Randy Sargent for the Lego Robot contest at MIT.,The Handy Board was thought of and developed by Randy Sargent with no help from Fred G. Martin at Harvard university.,Fred G. Martin developed the handy board by himself after previously developing a controller with a colleague years before.,{},,
30OITAWPBR5J94YCUP83QNEQ87S9H7,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3I3WADAZ9R6DMIGHLEVDM02AZMCO5W,A1MJVTR0PCKBWW,Approved,Sat Jun 13 18:12:00 PDT 2020,Sat Jun 13 19:16:18 PDT 2020,Tue Jun 16 19:16:18 PDT 2020,Mon Jun 15 10:00:12 PDT 2020,,,3858,100% (161/161),100% (161/161),100% (88/88),wiki_60630,Rosales joined the leadership of the URNG in 1986.,FG_wiki20_40400903_1_3,Rosales became part of the leadership in the mid 80's.,Rosales was never part of the URNG until the 90's.,Rosales stayed with leadership for decades.,{},,
30OITAWPBR5J94YCUP83QNEQ87SH9F,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:12 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:12 PDT 2020,,,3634BBTX0PWVSTY3TVVHOFX1C7RIFE,A2VRDE2FHCBMF8,Approved,Sat Jun 13 18:10:03 PDT 2020,Sat Jun 13 18:22:52 PDT 2020,Tue Jun 16 18:22:52 PDT 2020,Mon Jun 15 10:00:19 PDT 2020,,,769,100% (496/496),100% (367/367),100% (78/78),wiki_406597,Gnumeric is distributed as free software under the GNU GPL license; it is intended to replace proprietary spreadsheet programs like Microsoft Excel.,AB_wiki30_13051_1_2,Gnumeric represents an alternative to Excel.,Gnumeric is going to cost about as much as Excel.,Gnumeric has fewer functions than Excel,{},,
30QQTY5GMLMK07G3FRHIV6CA7P5U7G,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:01 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:01 PDT 2020,,,3Z7EFSHGNAGLFC3O1F5HJJZD35LCXB,A397K04YEICKVH,Approved,Sat Jun 13 13:26:18 PDT 2020,Sat Jun 13 14:33:29 PDT 2020,Tue Jun 16 14:33:29 PDT 2020,Mon Jun 15 10:00:37 PDT 2020,,,4031,100% (107/107),100% (54/54),100% (54/54),wiki_706509,"He has published 61 novels, including seven under the pen name Richard Bachman, and six non-fiction books.",AC_wiki84_26954_1_2,He also published novels under the pen name Richard Bachman.,He only published 12 novels on his whole life.,His last published novels were under the pen name Richard Bachman,{},,
30QQTY5GMLMK07G3FRHIV6CA7P67UU,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:19 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:19 PDT 2020,,,3WI0P0II62UBN8NQSCU0E7V7NO7RDP,A1E77HZO63E334,Approved,Sat Jun 13 13:12:26 PDT 2020,Sat Jun 13 13:32:54 PDT 2020,Tue Jun 16 13:32:54 PDT 2020,Mon Jun 15 10:00:30 PDT 2020,,,1228,100% (212/212),100% (151/151),100% (79/79),wiki_490919,"The company is headquartered in Parsippany-Troy Hills, New Jersey.",BJ_wiki61_1583940_1_1,Parsippany-Troy Hills is located in New Jersey.,Parsippany-Troy Hills is located in New York.,Parsippany-Troy Hills provides a great business climate.,{},,
30UZJB2POIELE9P1CE6KAD8E36R535,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:19 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:19 PDT 2020,,,3L4PIM1GQUIELJIHO8HERS585CDYR4,A171S8E9IFSHH2,Approved,Sat Jun 13 18:12:32 PDT 2020,Sat Jun 13 18:17:10 PDT 2020,Tue Jun 16 18:17:10 PDT 2020,Mon Jun 15 10:00:31 PDT 2020,,,278,100% (302/302),100% (220/220),100% (18/18),wiki_155179,It is a German-French-Austrian-Spanish co-production.,FM_wiki90_44067454_1_1,It was a Spanish-Austrian-French-German co-production.,It was a Spanish-Austrian-French-American co-production.,It was a Spanish-Austrian-French-German production.,{},,
30Y6N4AHYQY81OPW2APZQNZMM14RD2,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3JZQSN0I3RCHW2S837VE33KLXSDFGT,APX97K33SVQF1,Approved,Sat Jun 13 13:13:06 PDT 2020,Sat Jun 13 13:51:00 PDT 2020,Tue Jun 16 13:51:00 PDT 2020,Mon Jun 15 10:00:39 PDT 2020,,,2274,100% (51/51),100% (44/44),100% (44/44),wiki_25600,They played in the Pacific Coast Hockey Association for only one season in 1916–17.,CF_wiki75_4869171_1_1,They were a part of the Pacific Coast Hockey Association once.,They never played in the Pacific Coast Hockey Association.,They were one of the only teams playing in the season of 1916–17.,{},,
30Z7M1Q8UZM4LC7OJRSX95WBB6KA88,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:17 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:17 PDT 2020,,,3LEP4MGT3H2O7161WF8AESQ3524BDW,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:11:32 PDT 2020,Sat Jun 13 14:54:41 PDT 2020,Tue Jun 16 14:54:41 PDT 2020,Mon Jun 15 10:00:27 PDT 2020,,,6189,100% (55/55),100% (36/36),100% (36/36),wiki_257458,"They beat the team of Chris Evert and Rosie Casals in the first round and the top-ranked team of Martina Navratilova and Betty Stöve in the final (6–3, 6–3).",DY_wiki00_22502076_1_2,"In the first round they won Chris Evert and Rosie Casals, then in the final they won Martina Navratilova and Betty Stöve (6–3, 6–3), who were the top-ranked team.","In the first round they won Chris Evert and Rosie Casals, then in the final they lost to Martina Navratilova and Betty Stöve (3–6, 3–6), who were the top-ranked team.","In the first round they won Chris Evert and Rosie Casals, then first time in history, in the final game they won Martina Navratilova and Betty Stöve (6–3, 6–3), who were the top-ranked team.",{},,
30ZKOOGW2X8MACN3K6JIUV93X0E1AF,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:10:50 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:10:50 PDT 2020,,,3TPWUS5F8A36QCYYRA9VH0L6U3ACWD,A2O5OJXCUFQ3FV,Approved,Sat Jun 13 14:06:46 PDT 2020,Sat Jun 13 14:23:34 PDT 2020,Tue Jun 16 14:23:34 PDT 2020,Mon Jun 15 10:00:38 PDT 2020,,,1008,100% (81/81),100% (56/56),100% (56/56),wiki_634467,There are 264 faculty with research and/or teaching roles.,CJ_wiki45_5747209_1_3,Some faculty were researchers and teachers.,Researchers and teacher made up over 300 members of the faculty.,Most of the faculty was made up of teachers.,{},,
30ZKOOGW2X8MACN3K6JIUV93X0EA1O,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:15 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:15 PDT 2020,,,3U088ZLJVLVMWK3IFUGBMZJ5LEE0W9,A1MJVTR0PCKBWW,Approved,Sat Jun 13 13:13:39 PDT 2020,Sat Jun 13 13:20:50 PDT 2020,Tue Jun 16 13:20:50 PDT 2020,Mon Jun 15 10:00:24 PDT 2020,,,431,100% (161/161),100% (161/161),100% (88/88),wiki_187528,"""I Don't Have the Heart"", which peaked at number 1 for 1 week.",EB_wiki47_24048653_1_2,"""I Don't Have A Heart"" was on the top of the charts.",The song was number one for eight months,The song stayed at number 2 for 3 weeks.,{},,
311HQEI8RTI1M6ADLEGQCYRP97KZ7A,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3FE2ERCCZYAHFSY05T4RK67RQKQPOS,A3P9TM5PRYBH90,Approved,Sat Jun 13 13:11:51 PDT 2020,Sat Jun 13 15:41:37 PDT 2020,Tue Jun 16 15:41:37 PDT 2020,Mon Jun 15 10:00:41 PDT 2020,,,8986,100% (206/206),100% (38/38),100% (28/28),wiki_373887,"The Panyols are a Pardo (tri-racial) ethnic group in Trinidad and Tobago of mixed Spanish, South American Amerindian, Trinidadian and Tobagonian Amerindian, Afro-Latin American, and Afro-Trinidadian and Tobagonian descent.",BI_wiki07_1435214_1_0,The Panyols are a people of mixed descent.,There are no Panyols in the region of Trinidad and Tobago.,The Panyol culture is known for its intricate dances.,{},,
311HQEI8RTI1M6ADLEGQCYRP97L7ZJ,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:20 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:20 PDT 2020,,,3VHP9MDGROM4FQC31LZVDCZ6Z0LCFG,A2O5OJXCUFQ3FV,Approved,Sat Jun 13 13:12:06 PDT 2020,Sat Jun 13 13:25:17 PDT 2020,Tue Jun 16 13:25:17 PDT 2020,Mon Jun 15 10:00:33 PDT 2020,,,791,100% (81/81),100% (56/56),100% (56/56),wiki_284993,The organization was created to enrich the lives of teen girls and to help them become active members of their communities and to reach their full potential.,ET_wiki68_33412566_1_1,There are organizations that were built to help improve lives of teenage girls.,This organization only allowed men.,Most organizations that are created to enrich teen girls lives are very successful.,The Definitely incorrect statement was tough because there was not much specific information.,,
3126F2F5F95SHHNHLDWURAHSLVIEPR,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:15 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:15 PDT 2020,,,379J5II41PI5CG6DJN8OYD4TH8KELG,APX97K33SVQF1,Approved,Sat Jun 13 13:13:11 PDT 2020,Sat Jun 13 13:52:41 PDT 2020,Tue Jun 16 13:52:41 PDT 2020,Mon Jun 15 10:00:24 PDT 2020,,,2370,100% (51/51),100% (44/44),100% (44/44),wiki_364280,"Since the 2011 local government reform it is part of the municipality Gortynia, of which it is a municipal unit.",BE_wiki47_1127342_1_1,It has been a municipal unit since the 2011 local government reform.,It hasn't been part of the municipality Gortynia since 2011.,It is part of the municipality Gortynia among other municipal units.,{},,
3126F2F5F95SHHNHLDWURAHSLVIPE2,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:18 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:18 PDT 2020,,,340UGXU9DZ3PXHFTNRPZP4OYUUFUVV,A267GLM78AMQ75,Approved,Sat Jun 13 13:11:56 PDT 2020,Sat Jun 13 17:44:18 PDT 2020,Tue Jun 16 17:44:18 PDT 2020,Mon Jun 15 10:01:01 PDT 2020,,,16342,100% (102/102),100% (85/85),100% (36/36),wiki_272649,"In Parliament, he has since been serving on the Committee on Agriculture and Rural Development.",FZ_wiki33_52289087_1_1,He has been serving on the Committee on Agriculture and Rural Development in Parliament,He no longer serves on the Committee on Agriculture and Rural Development,He enjoys serving on the Committee on Agriculture and Rural Development,{},,
31ANT7FQN9408HW0RZVME79OMB9H5O,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:11 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:11 PDT 2020,,,3C2NJ6JBKBJ350XI2GT294ZTP0U2N4,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:12:32 PDT 2020,Sat Jun 13 17:08:56 PDT 2020,Tue Jun 16 17:08:56 PDT 2020,Mon Jun 15 10:00:18 PDT 2020,,,14184,100% (55/55),100% (36/36),100% (36/36),wiki_315912,The Queanbeyan River and the Cotter River meet the potable water supply needs of the Canberra and Queanbeyan region and whose water quality is specifically protected under Federal legislation.,BS_wiki82_2587820_1_2,The water quality of the Queanbeyan River and the Cotter River of the Canberra and Queanbeyan region is specifically protected under Federal legislation.,The water quality of the Queanbeyan River and the Cotter River of the Canberra and Queanbeyan region is not protected under Federal legislation.,The water quality of the Queanbeyan River and the Cotter River of the Canberra and Queanbeyan region is specifically protected under Federal legislation and the quality is checked annually.,{},,
