HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.premise,Input.cid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
32ZCLEW0B0M0SX99ZE7LOQUKQ3DPJM,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3IO1LGZLKAZ6KUTFJGGMHKQAGAV861,A3P9TM5PRYBH90,Approved,Sat Jun 13 13:07:36 PDT 2020,Sat Jun 13 13:55:31 PDT 2020,Tue Jun 16 13:55:31 PDT 2020,Sun Jun 14 20:17:01 PDT 2020,,,2875,100% (206/206),100% (38/38),100% (28/28),gigaword_248448,"Standing at the back of the auditorium where the news conference was held, James Rubin, Albright's spokesman, told reporters: ``We regard that as a pathetic comparison that shows more about them than anything else.''",APW_ENG_19981115.0319_17_0,James Rubin made a statement to the reporters.,The news conference was held outdoors that day.,Albright was present at the news conference.,{},,
3PCPFX4U41S5N7OSG1VP9XS22SIFQ0,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,3OHYZ19UGD7ASOSYGAMUUBIWRYPOAA,AITP2LUW8GPB,Approved,Sat Jun 13 18:25:06 PDT 2020,Sat Jun 13 18:41:41 PDT 2020,Tue Jun 16 18:41:41 PDT 2020,Sun Jun 14 20:17:01 PDT 2020,,,995,100% (217/217),100% (143/143),100% (37/37),gigaword_216088,"While it was expected to move easily through the House of Representatives, where the Democrats hold a large majority, Obama appeared to have been unable in meetings Tuesday to persuade many Republicans to support the plan, which he had sought to make good on campaign promises to avoid partisan gridlock.",APW_ENG_20090128.0599_8_1,"While it was expected to move easily through the House of Representatives, where the Democrats hold a large majority, Obama appeared to have been unable in meetings Tuesday to persuade many Republicans to support the plan, which he had sought to make good on campaign promises to avoid partisan gridlock.","While it was expected to move easily through the House of Representatives, where the Democrats hold a large majority, Obama appeared to have been unable in meetings Tuesday to persuade many Republicans to not support the plan, which he had sought to make good on campaign promises to avoid partisan gridlock.","While it was expected to move easily through the House of Representatives, where the Democrats hold a large majority, Obama appeared to have been unable in meetings Tuesday to persuade many Republicans to support the object , which he had sought to make good on campaign promises to avoid partisan gridlock.",{},,
3UEBBGULPGQXF0V9XAFUJYPR5DOFU5,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:23 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:23 PDT 2020,,,3GNCZX450JPSDO4ZVAZ9JBNM13LAPD,A1ZT30BGR3266K,Approved,Sat Jun 13 13:07:41 PDT 2020,Sat Jun 13 15:42:23 PDT 2020,Tue Jun 16 15:42:23 PDT 2020,Sun Jun 14 20:17:01 PDT 2020,,,9282,100% (304/304),100% (247/247),100% (40/40),gigaword_206605,"Scotland Yard, saying it was determined to give ``our streets back to hardworking and law-abiding Londoners,'' announced Friday it will take hundreds of officers off traffic duties to focus on terrorism and tackle the capital's spiraling crime rate.",APW_ENG_20020111.1015_0_0,Scotland Yard supported harworking law-abiding Londoners by preventing crime.,Scotland Yard remained silent regarding the capital's crime rate.,Scotland Yard members were often chosen from local law enforcement officers.,{},,
3G4VVJO6P0IV3HFRHZ7XP5UX5SDPKL,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3HYA4D452SLRH8K14SAP1ZQKN972FW,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:09:07 PDT 2020,Sat Jun 13 14:20:19 PDT 2020,Tue Jun 16 14:20:19 PDT 2020,Sun Jun 14 20:17:01 PDT 2020,,,4272,100% (54/54),100% (35/35),100% (35/35),gigaword_24403,The Mets had nine hits and one run.,NYT_ENG_20030609.0007_18_1,The Mets scored one run and nine hits.,The Mets scored two runs and eleven hits.,"The Mets scored one run and nine hits, but lost the game.",{},,
34OWYT6U3XJJ5Z9W07QOQZF58K6I98,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,3DZQRBDBSMHP6VL6ECOTR8ERIEAS3R,A2MQGU4NZZ8V0H,Approved,Sat Jun 13 13:48:12 PDT 2020,Sat Jun 13 14:55:46 PDT 2020,Tue Jun 16 14:55:46 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,4054,100% (88/88),100% (52/52),100% (52/52),gigaword_257790,"Performing before a sellout crowd of some 13,000 at the Globe arena and an estimated 100 million viewers in nearly three dozen European countries as well as Australia and Japan, Joergen and Niels Olsen won with a song called ''Fly on the Wings of Love.''",APW_ENG_20000513.0172_1_0,Fly on the Wings of Love was the winning song perfomed by Joergen and Niels Olsen.,It was a small crowd and the Globe Area looked empty.,The Sell out crowed rooted for no one but Joergen ad Niels Olsen.,{},,
3N5YJ55YXH5POJUSPTHGR2M601IANV,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:23 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:23 PDT 2020,,,32SVAV9L3GBL6ZZCXC2268KLW8B3AE,APX97K33SVQF1,Approved,Sat Jun 13 14:07:05 PDT 2020,Sat Jun 13 15:23:59 PDT 2020,Tue Jun 16 15:23:59 PDT 2020,Sun Jun 14 20:17:03 PDT 2020,,,4614,100% (51/51),100% (44/44),100% (44/44),gigaword_116501,Russian President Dmitry Medvedev has expressed confidence that Kashin's attackers will be found.,AFP_ENG_20101110.0156_14_0,The president of Russia Dmitry Medvedev is confident that justice will be served in Kashin's case.,Russian President Dmitry Medvedev has closed the Kashin's case without arresting any suspects.,Dmitry Medvedev thinks there was more than one attacker in the Kashin's case.,{},,
3B286OTISFJT5T37AVPOYV5PRHDAJR,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,3KGTPGBS6YNG0QHRZH5ONZRNXWR2U0,A2TBXASXZIRNNW,Approved,Sat Jun 13 13:26:54 PDT 2020,Sat Jun 13 13:46:51 PDT 2020,Tue Jun 16 13:46:51 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,1197,100% (1750/1750),100% (70/70),100% (70/70),gigaword_84467,The event called the BILT Skins Golf Bonanza will will now be held on November 10.,AFP_ENG_20021019.0222_1_0,BILT Skins Golf Bonanza will be held in winter.,BILT Skins Golf Bonanza is held in the summer.,BILT Skins Golf Bonanza will only be held in a winter month.,{},,
3EPG8DX9LLSSLYUOAC3RNGBF82I5PG,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3UOUJI6MTEGH16KON6QHDPLJA5MXU0,A38DXFI1TZA295,Approved,Sat Jun 13 13:09:08 PDT 2020,Sat Jun 13 13:17:24 PDT 2020,Tue Jun 16 13:17:24 PDT 2020,Sun Jun 14 20:17:03 PDT 2020,,,496,100% (41/41),100% (41/41),100% (38/38),gigaword_250374,"Blair, who raised the issue at Davos in 2005, is expected to focus on it again.",APW_ENG_20070123.0688_7_0,Blair will speak about the issue in upcoming meetings at Davos in the years after the 2005 conference.,Blair has no plans to revisit the issue in future Davos meetings.,Blair will speak eloquently about the issue when he brings it up again at future Davos meetings.,{},,
37S0QRNUFCIQ2OE9MT8JDEQGLIJ881,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,3FQ5JJ512MQYMG18RMZ690LN61UKNO,A1MJVTR0PCKBWW,Approved,Sat Jun 13 14:02:59 PDT 2020,Sat Jun 13 14:36:33 PDT 2020,Tue Jun 16 14:36:33 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,2014,100% (161/161),100% (161/161),100% (88/88),gigaword_172629,"Sam Snead, the U.S. golf legend who earned unmatched 135 tournament victories worldwide, died on Thursday at his home in Hot Springs, Virginia, his daughter-in-law Ann Snead said.",XIN_ENG_20020523.0307_0_0,Snead had over 100 tournament victories.,Snead never had children.,Snead got tired of golf at the end of his career.,{},,
3K3IX1W4S7TPR46558U8VRR10GJAPR,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3MMN5BL1W06M8081UFS7FZFLQOP3ML,A1PAY3X73PQ16S,Approved,Sat Jun 13 13:30:08 PDT 2020,Sat Jun 13 15:29:03 PDT 2020,Tue Jun 16 15:29:03 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,7135,100% (216/216),100% (122/122),100% (63/63),gigaword_78864,Scotland lost the first Test of that series 35-15 having also been defeated by eventual losing finalists Australia at last year's World Cup.,AFP_ENG_20041104.0646_15_0,Australia beat Scotland 35-15.,Scotland beat Australia 35-15.,Australia struggled to beat Scotland.,{},,
3SSN80MU8DQ0CQHI3QHEJIG07RMKX4,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3KIBXJ1WD6WG411KS1ZJOPLSWAJOKP,A2XK59FYAFO9EX,Approved,Sat Jun 13 13:08:10 PDT 2020,Sat Jun 13 13:24:16 PDT 2020,Tue Jun 16 13:24:16 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,966,100% (70/70),100% (68/68),100% (66/66),gigaword_327191,"The Taiwan Thinktank, the Taipei Society and the Taiwan Bar Association jointly conducted the telephone survey from Dec. 21-23 to explore public opinion on the performance of the fifth legislature, whose tenure will conclude at the end of this month.",CNA_ENG_20050105.0036_1_0,A group of Taiwan organizations will explore public opinion on the fifth legislature,There will be no evaluation of the fifth legislature,The group of organizations will make changes to the Fifth legislature if necassary,{},,
31MBOZ6PAPTNTYO5XUXSK585V93CLX,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,37C0GNLMHG5I1PP60OR23C4BR236DI,A2O5OJXCUFQ3FV,Approved,Sat Jun 13 18:49:00 PDT 2020,Sat Jun 13 18:52:39 PDT 2020,Tue Jun 16 18:52:39 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,219,100% (81/81),100% (56/56),100% (56/56),gigaword_362208,"He met with then-President Lee Teng-hui, and officials at the National Defense Ministry and Foreign Ministry.",CNA_ENG_20000607.0031_3_1,The National Defense Ministry is used for meeetings with the President.,President Lee Teng-hui is currently the President.,President Lee Teng-hui does not often meet with other leaders.,"It says, ""then-President"" which shows that he is not now the current president. So I stated he was currently president for my incorrect statement.",,
3S1L4CQSFY7D0RHBR5Y3JXDXYAWAFO,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:13 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:13 PDT 2020,,,3VZLGYJEYMCYN5EYTTPPUH0YCN0ZXQ,A3P9TM5PRYBH90,Approved,Sat Jun 13 13:07:19 PDT 2020,Sat Jun 13 13:42:18 PDT 2020,Tue Jun 16 13:42:18 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,2099,100% (206/206),100% (38/38),100% (28/28),gigaword_295424,"Groups of men and boys clustered around the damage, some gloating with happiness.",LTW_ENG_20030908.0171_5_0,There was more than one person in the area of the damage.,Only females were present in the vicinity if the damage.,Everybody who witnessed the damage was pleased about the situation.,{},,
3OKP4QVBP3ZJERD62P4L1ID9ZPWAGN,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:13 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:13 PDT 2020,,,3A4TN5196LKOTM39WBNVGXBJFHKHC9,AUZNPN9K203UD,Approved,Sat Jun 13 18:08:12 PDT 2020,Sat Jun 13 19:09:02 PDT 2020,Tue Jun 16 19:09:02 PDT 2020,Sun Jun 14 20:17:04 PDT 2020,,,3650,100% (182/182),100% (54/54),100% (54/54),gigaword_178286,"""We make the leading technologies, but we have disinvested in (clean energy) in the last two decades, and the rest of world has caught up,"" he said.",XIN_ENG_20091030.0202_11_0,"We make the leading technologies and the rest of world has caught up,"" he said.","We make the leading technologies and now we have invested in clean energy, even more that in the past.",We have disinvested in (clean energy) in the last two decades as the rest of the world has caught up our tecnology intensively year after year.,{},,
3U18MJKL1VODHYRQ97D7XXCU043NCA,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:24 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:24 PDT 2020,,,3AMW0RGHOE4ZX7YO4E4E5H7M0AKNPA,A1P3HHEXWNLJMP,Approved,Sat Jun 13 13:07:53 PDT 2020,Sat Jun 13 15:59:38 PDT 2020,Tue Jun 16 15:59:38 PDT 2020,Sun Jun 14 20:17:05 PDT 2020,,,10305,100% (69/69),100% (55/55),100% (38/38),gigaword_7380,"Then I do older couples, people that really need to be helped at the time.",NYT_ENG_20000226.0193_4_7,Older couples needed to be helped.,I believe that older couples do not need any help.,The older couples who needed my help were poor.,{},,
3BO3NEOQM1JXAIJ1SD4OMUQPE2OIAN,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:22 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:22 PDT 2020,,,3IAS3U3I0GI14R8LZQOTI9ZZ8BF2BE,A2VRDE2FHCBMF8,Approved,Sat Jun 13 13:09:05 PDT 2020,Sat Jun 13 13:50:13 PDT 2020,Tue Jun 16 13:50:13 PDT 2020,Sun Jun 14 20:17:05 PDT 2020,,,2468,100% (493/493),100% (364/364),100% (75/75),gigaword_341000,The council also noted that it accepted Chang's resignation earlier in the day.,CNA_ENG_20030809.0011_3_0,Chang presented his resignation recently.,Chang's resignation from the past week hasn't been accepted yet.,Chang resigned because of health reasons.,{},,
